year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2017,J,InformationMediaandTelecommunications,h_200+,Rollingmeanemployees,23070,COUNT
2017,J,InformationMediaandTelecommunications,h_200+,Salariesandwagespaid,1647,DOLLARS(millions)
2017,J,InformationMediaandTelecommunications,h_200+,Salessalesgovernmentfundingsalesgrantsandsubsidies,10020,DOLLARS(millions)
2017,J,InformationMediaandTelecommunications,h_200+,Totalincome,10273,DOLLARS(millions)
2017,J,InformationMediaandTelecommunications,h_200+,Totalexpenditure,9299,DOLLARS(millions)
2017,J,InformationMediaandTelecommunications,h_200+,Operatingprofitbeforetax,1020,DOLLARS(millions)
2017,J,InformationMediaandTelecommunications,h_200+,Totalassets,17067,DOLLARS(millions)
2017,J,InformationMediaandTelecommunications,h_200+,Fixedtangibleassets,C,DOLLARS(millions)
2017,J,InformationMediaandTelecommunications,i_Industry_Total,Activityunit,5613,COUNT
2017,J,InformationMediaandTelecommunications,i_Industry_Total,Rollingmeanemployees,32607,COUNT
2017,J,InformationMediaandTelecommunications,i_Industry_Total,Salariesandwagespaid,2362,DOLLARS(millions)
2017,J,InformationMediaandTelecommunications,i_Industry_Total,Salessalesgovernmentfundingsalesgrantsandsubsidies,13804,DOLLARS(millions)
2017,J,InformationMediaandTelecommunications,i_Industry_Total,Totalincome,14191,DOLLARS(millions)
2017,J,InformationMediaandTelecommunications,i_Industry_Total,Totalexpenditure,12902,DOLLARS(millions)
2017,J,InformationMediaandTelecommunications,i_Industry_Total,Operatingprofitbeforetax,C,DOLLARS(millions)
2017,J,InformationMediaandTelecommunications,i_Industry_Total,Totalassets,21065,DOLLARS(millions)
2017,J,InformationMediaandTelecommunications,i_Industry_Total,Fixedtangibleassets,C,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,a_0,Activityunit,26544,COUNT
2017,K,FinancialandInsuranceServices,a_0,Rollingmeanemployees,0,COUNT
2017,K,FinancialandInsuranceServices,a_0,Salariesandwagespaid,587,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,a_0,Salessalesgovernmentfundingsalesgrantsandsubsidies,5999,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,a_0,Totalincome,28870,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,a_0,Totalexpenditure,12621,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,a_0,Operatingprofitbeforetax,12367,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,a_0,Totalassets,443286,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,a_0,Fixedtangibleassets,20701,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,b_1-5,Activityunit,2457,COUNT
2017,K,FinancialandInsuranceServices,b_1-5,Rollingmeanemployees,4473,COUNT
2017,K,FinancialandInsuranceServices,b_1-5,Salariesandwagespaid,381,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,b_1-5,Salessalesgovernmentfundingsalesgrantsandsubsidies,1772,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,b_1-5,Totalincome,3834,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,b_1-5,Totalexpenditure,2298,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,b_1-5,Operatingprofitbeforetax,1435,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,b_1-5,Totalassets,32087,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,b_1-5,Fixedtangibleassets,1278,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,c_6-9,Activityunit,246,COUNT
2017,K,FinancialandInsuranceServices,c_6-9,Rollingmeanemployees,1743,COUNT
2017,K,FinancialandInsuranceServices,c_6-9,Salariesandwagespaid,156,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,c_6-9,Salessalesgovernmentfundingsalesgrantsandsubsidies,508,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,c_6-9,Totalincome,875,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,c_6-9,Totalexpenditure,586,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,c_6-9,Operatingprofitbeforetax,221,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,c_6-9,Totalassets,4680,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,c_6-9,Fixedtangibleassets,55,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,d_10-19,Activityunit,183,COUNT
2017,K,FinancialandInsuranceServices,d_10-19,Rollingmeanemployees,2427,COUNT
2017,K,FinancialandInsuranceServices,d_10-19,Salariesandwagespaid,187,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,d_10-19,Salessalesgovernmentfundingsalesgrantsandsubsidies,486,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,d_10-19,Totalincome,1577,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,d_10-19,Totalexpenditure,1330,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,d_10-19,Operatingprofitbeforetax,208,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,d_10-19,Totalassets,10179,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,d_10-19,Fixedtangibleassets,124,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,e_20-49,Activityunit,93,COUNT
2017,K,FinancialandInsuranceServices,e_20-49,Rollingmeanemployees,2775,COUNT
2017,K,FinancialandInsuranceServices,e_20-49,Salariesandwagespaid,304,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,e_20-49,Salessalesgovernmentfundingsalesgrantsandsubsidies,1143,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,e_20-49,Totalincome,2116,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,e_20-49,Totalexpenditure,1666,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,e_20-49,Operatingprofitbeforetax,382,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,e_20-49,Totalassets,22816,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,e_20-49,Fixedtangibleassets,219,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,f_50-99,Activityunit,48,COUNT
2017,K,FinancialandInsuranceServices,f_50-99,Rollingmeanemployees,3312,COUNT
2017,K,FinancialandInsuranceServices,f_50-99,Salariesandwagespaid,315,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,f_50-99,Salessalesgovernmentfundingsalesgrantsandsubsidies,887,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,f_50-99,Totalincome,1530,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,f_50-99,Totalexpenditure,1141,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,f_50-99,Operatingprofitbeforetax,236,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,f_50-99,Totalassets,19015,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,f_50-99,Fixedtangibleassets,C,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,g_100-199,Activityunit,21,COUNT
2017,K,FinancialandInsuranceServices,g_100-199,Rollingmeanemployees,3099,COUNT
2017,K,FinancialandInsuranceServices,g_100-199,Salariesandwagespaid,216,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,g_100-199,Salessalesgovernmentfundingsalesgrantsandsubsidies,860,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,g_100-199,Totalincome,2749,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,g_100-199,Totalexpenditure,1429,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,g_100-199,Operatingprofitbeforetax,1242,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,g_100-199,Totalassets,7741,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,g_100-199,Fixedtangibleassets,C,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,h_200+,Activityunit,42,COUNT
2017,K,FinancialandInsuranceServices,h_200+,Rollingmeanemployees,45210,COUNT
2017,K,FinancialandInsuranceServices,h_200+,Salariesandwagespaid,3794,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,h_200+,Salessalesgovernmentfundingsalesgrantsandsubsidies,7975,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,h_200+,Totalincome,32348,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,h_200+,Totalexpenditure,24857,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,h_200+,Operatingprofitbeforetax,7450,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,h_200+,Totalassets,587700,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,h_200+,Fixedtangibleassets,1065,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,i_Industry_Total,Activityunit,29631,COUNT
2017,K,FinancialandInsuranceServices,i_Industry_Total,Rollingmeanemployees,63042,COUNT
2017,K,FinancialandInsuranceServices,i_Industry_Total,Salariesandwagespaid,5939,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,i_Industry_Total,Salessalesgovernmentfundingsalesgrantsandsubsidies,19630,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,i_Industry_Total,Totalincome,73900,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,i_Industry_Total,Totalexpenditure,45927,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,i_Industry_Total,Operatingprofitbeforetax,23541,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,i_Industry_Total,Totalassets,1127503,DOLLARS(millions)
2017,K,FinancialandInsuranceServices,i_Industry_Total,Fixedtangibleassets,23514,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,a_0,Activityunit,71616,COUNT
2017,L,RentalsalesHiringandRealEstateServices,a_0,Rollingmeanemployees,0,COUNT
2017,L,RentalsalesHiringandRealEstateServices,a_0,Salariesandwagespaid,611,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,a_0,Salessalesgovernmentfundingsalesgrantsandsubsidies,17694,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,a_0,Totalincome,21896,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,a_0,Totalexpenditure,12355,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,a_0,Operatingprofitbeforetax,6816,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,a_0,Totalassets,200577,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,a_0,Fixedtangibleassets,147586,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,b_1-5,Activityunit,5439,COUNT
2017,L,RentalsalesHiringandRealEstateServices,b_1-5,Rollingmeanemployees,9174,COUNT
2017,L,RentalsalesHiringandRealEstateServices,b_1-5,Salariesandwagespaid,457,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,b_1-5,Salessalesgovernmentfundingsalesgrantsandsubsidies,3283,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,b_1-5,Totalincome,3680,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,b_1-5,Totalexpenditure,2796,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,b_1-5,Operatingprofitbeforetax,691,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,b_1-5,Totalassets,17634,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,b_1-5,Fixedtangibleassets,11982,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,c_6-9,Activityunit,465,COUNT
2017,L,RentalsalesHiringandRealEstateServices,c_6-9,Rollingmeanemployees,3294,COUNT
2017,L,RentalsalesHiringandRealEstateServices,c_6-9,Salariesandwagespaid,159,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,c_6-9,Salessalesgovernmentfundingsalesgrantsandsubsidies,912,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,c_6-9,Totalincome,1024,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,c_6-9,Totalexpenditure,755,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,c_6-9,Operatingprofitbeforetax,247,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,c_6-9,Totalassets,2890,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,c_6-9,Fixedtangibleassets,1850,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,d_10-19,Activityunit,339,COUNT
2017,L,RentalsalesHiringandRealEstateServices,d_10-19,Rollingmeanemployees,4386,COUNT
2017,L,RentalsalesHiringandRealEstateServices,d_10-19,Salariesandwagespaid,269,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,d_10-19,Salessalesgovernmentfundingsalesgrantsandsubsidies,1092,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,d_10-19,Totalincome,1141,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,d_10-19,Totalexpenditure,1046,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,d_10-19,Operatingprofitbeforetax,63,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,d_10-19,Totalassets,2163,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,d_10-19,Fixedtangibleassets,1250,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,e_20-49,Activityunit,144,COUNT
2017,L,RentalsalesHiringandRealEstateServices,e_20-49,Rollingmeanemployees,4215,COUNT
2017,L,RentalsalesHiringandRealEstateServices,e_20-49,Salariesandwagespaid,233,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,e_20-49,Salessalesgovernmentfundingsalesgrantsandsubsidies,1050,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,e_20-49,Totalincome,1106,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,e_20-49,Totalexpenditure,987,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,e_20-49,Operatingprofitbeforetax,99,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,e_20-49,Totalassets,1510,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,e_20-49,Fixedtangibleassets,852,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,f_50-99,Activityunit,21,COUNT
2017,L,RentalsalesHiringandRealEstateServices,f_50-99,Rollingmeanemployees,1323,COUNT
2017,L,RentalsalesHiringandRealEstateServices,f_50-99,Salariesandwagespaid,96,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,f_50-99,Salessalesgovernmentfundingsalesgrantsandsubsidies,508,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,f_50-99,Totalincome,542,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,f_50-99,Totalexpenditure,469,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,f_50-99,Operatingprofitbeforetax,70,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,f_50-99,Totalassets,892,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,f_50-99,Fixedtangibleassets,652,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,g_100-199,Activityunit,30,COUNT
2017,L,RentalsalesHiringandRealEstateServices,g_100-199,Rollingmeanemployees,4125,COUNT
2017,L,RentalsalesHiringandRealEstateServices,g_100-199,Salariesandwagespaid,258,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,g_100-199,Salessalesgovernmentfundingsalesgrantsandsubsidies,1309,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,g_100-199,Totalincome,1431,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,g_100-199,Totalexpenditure,1141,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,g_100-199,Operatingprofitbeforetax,223,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,g_100-199,Totalassets,4451,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,g_100-199,Fixedtangibleassets,3766,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,h_200+,Activityunit,6,COUNT
2017,L,RentalsalesHiringandRealEstateServices,h_200+,Rollingmeanemployees,3531,COUNT
2017,L,RentalsalesHiringandRealEstateServices,h_200+,Salariesandwagespaid,174,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,h_200+,Salessalesgovernmentfundingsalesgrantsandsubsidies,1089,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,h_200+,Totalincome,1095,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,h_200+,Totalexpenditure,917,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,h_200+,Operatingprofitbeforetax,189,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,h_200+,Totalassets,1098,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,h_200+,Fixedtangibleassets,491,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,i_Industry_Total,Activityunit,78063,COUNT
2017,L,RentalsalesHiringandRealEstateServices,i_Industry_Total,Rollingmeanemployees,30051,COUNT
2017,L,RentalsalesHiringandRealEstateServices,i_Industry_Total,Salariesandwagespaid,2256,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,i_Industry_Total,Salessalesgovernmentfundingsalesgrantsandsubsidies,26937,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,i_Industry_Total,Totalincome,31914,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,i_Industry_Total,Totalexpenditure,20468,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,i_Industry_Total,Operatingprofitbeforetax,8398,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,i_Industry_Total,Totalassets,231215,DOLLARS(millions)
2017,L,RentalsalesHiringandRealEstateServices,i_Industry_Total,Fixedtangibleassets,168429,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,a_0,Activityunit,39429,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,a_0,Rollingmeanemployees,0,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,a_0,Salariesandwagespaid,1877,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,a_0,Salessalesgovernmentfundingsalesgrantsandsubsidies,7143,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,a_0,Totalincome,7412,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,a_0,Totalexpenditure,5561,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,a_0,Operatingprofitbeforetax,1933,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,a_0,Totalassets,6998,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,a_0,Fixedtangibleassets,1910,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,b_1-5,Activityunit,13233,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,b_1-5,Rollingmeanemployees,24342,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,b_1-5,Salariesandwagespaid,1871,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,b_1-5,Salessalesgovernmentfundingsalesgrantsandsubsidies,5043,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,b_1-5,Totalincome,5264,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,b_1-5,Totalexpenditure,4450,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,b_1-5,Operatingprofitbeforetax,765,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,b_1-5,Totalassets,4721,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,b_1-5,Fixedtangibleassets,811,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,c_6-9,Activityunit,2142,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,c_6-9,Rollingmeanemployees,15402,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,c_6-9,Salariesandwagespaid,1147,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,c_6-9,Salessalesgovernmentfundingsalesgrantsandsubsidies,2750,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,c_6-9,Totalincome,2850,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,c_6-9,Totalexpenditure,2536,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,c_6-9,Operatingprofitbeforetax,295,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,c_6-9,Totalassets,1760,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,c_6-9,Fixedtangibleassets,213,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,d_10-19,Activityunit,1479,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,d_10-19,Rollingmeanemployees,19491,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,d_10-19,Salariesandwagespaid,1465,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,d_10-19,Salessalesgovernmentfundingsalesgrantsandsubsidies,3368,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,d_10-19,Totalincome,3482,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,d_10-19,Totalexpenditure,3093,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,d_10-19,Operatingprofitbeforetax,487,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,d_10-19,Totalassets,3395,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,d_10-19,Fixedtangibleassets,273,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,e_20-49,Activityunit,849,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,e_20-49,Rollingmeanemployees,25125,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,e_20-49,Salariesandwagespaid,1976,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,e_20-49,Salessalesgovernmentfundingsalesgrantsandsubsidies,4817,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,e_20-49,Totalincome,4977,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,e_20-49,Totalexpenditure,4402,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,e_20-49,Operatingprofitbeforetax,602,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,e_20-49,Totalassets,4310,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,e_20-49,Fixedtangibleassets,375,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,f_50-99,Activityunit,222,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,f_50-99,Rollingmeanemployees,15315,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,f_50-99,Salariesandwagespaid,1189,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,f_50-99,Salessalesgovernmentfundingsalesgrantsandsubsidies,2696,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,f_50-99,Totalincome,2951,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,f_50-99,Totalexpenditure,2552,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,f_50-99,Operatingprofitbeforetax,432,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,f_50-99,Totalassets,3996,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,f_50-99,Fixedtangibleassets,326,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,g_100-199,Activityunit,84,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,g_100-199,Rollingmeanemployees,11574,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,g_100-199,Salariesandwagespaid,1040,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,g_100-199,Salessalesgovernmentfundingsalesgrantsandsubsidies,2482,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,g_100-199,Totalincome,2620,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,g_100-199,Totalexpenditure,2276,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,g_100-199,Operatingprofitbeforetax,332,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,g_100-199,Totalassets,2794,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,g_100-199,Fixedtangibleassets,194,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,h_200+,Activityunit,69,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,h_200+,Rollingmeanemployees,31590,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,h_200+,Salariesandwagespaid,2867,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,h_200+,Salessalesgovernmentfundingsalesgrantsandsubsidies,6236,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,h_200+,Totalincome,10617,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,h_200+,Totalexpenditure,6353,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,h_200+,Operatingprofitbeforetax,4265,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,h_200+,Totalassets,29917,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,h_200+,Fixedtangibleassets,1499,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,i_Industry_Total,Activityunit,57510,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,i_Industry_Total,Rollingmeanemployees,142839,COUNT
2017,M,ProfessionalsalesScientificandTechnicalServices,i_Industry_Total,Salariesandwagespaid,13433,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,i_Industry_Total,Salessalesgovernmentfundingsalesgrantsandsubsidies,34536,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,i_Industry_Total,Totalincome,40173,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,i_Industry_Total,Totalexpenditure,31223,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,i_Industry_Total,Operatingprofitbeforetax,9109,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,i_Industry_Total,Totalassets,57890,DOLLARS(millions)
2017,M,ProfessionalsalesScientificandTechnicalServices,i_Industry_Total,Fixedtangibleassets,5601,DOLLARS(millions)
2017,N,AdministrativeandSupportServices,a_0,Activityunit,10641,COUNT
2017,N,AdministrativeandSupportServices,a_0,Rollingmeanemployees,0,COUNT
2017,N,AdministrativeandSupportServices,a_0,Salariesandwagespaid,242,DOLLARS(millions)
2017,N,AdministrativeandSupportServices,a_0,Salessalesgovernmentfundingsalesgrantsandsubsidies,1806,DOLLARS(millions)
2017,N,AdministrativeandSupportServices,a_0,Totalincome,1888,DOLLARS(millions)
2017,N,AdministrativeandSupportServices,a_0,Totalexpenditure,1600,DOLLARS(millions)
2017,N,AdministrativeandSupportServices,a_0,Operatingprofitbeforetax,267,DOLLARS(millions)
2017,N,AdministrativeandSupportServices,a_0,Totalassets,2130,DOLLARS(millions)
2017,N,AdministrativeandSupportServices,a_0,Fixedtangibleassets,833,DOLLARS(millions)
2017,N,AdministrativeandSupportServices,b_1-5,Activityunit,4917,COUNT
2017,N,AdministrativeandSupportServices,b_1-5,Rollingmeanemployees,9297,COUNT
